section,type,part,subpart,title,effective_date,url,char_count
52.242-8,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.242-8,0
52.242-9,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.242-9,0
52.242-10,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.242-10,0
52.242-11,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.242-11,0
52.242-12,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.242-12,0
52.242-13,clause,52,52.2,Bankruptcy,July 1995,https://www.acquisition.gov/far/52.242-13,921
52.242-14,clause,52,52.2,Suspension of Work,Apr 1984,https://www.acquisition.gov/far/52.242-14,1956
52.242-15,clause,52,52.2,Stop-Work Order,Aug 1989,https://www.acquisition.gov/far/52.242-15,3078
52.242-16,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.242-16,0
52.242-17,clause,52,52.2,Government Delay of Work,Apr 1984,https://www.acquisition.gov/far/52.242-17,1604
52.243,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.243,0
52.243-1,clause,52,52.2,Changes-Fixed-Price,Aug 1987,https://www.acquisition.gov/far/52.243-1,5001
52.243-2,clause,52,52.2,Changes-Cost-Reimbursement,Aug 1987,https://www.acquisition.gov/far/52.243-2,4400
52.243-3,clause,52,52.2,Changes-Time-and-Materials or Labor-Hours,Sept 2000,https://www.acquisition.gov/far/52.243-3,1808
52.243-4,clause,52,52.2,Changes,June 2007,https://www.acquisition.gov/far/52.243-4,2741
52.243-5,clause,52,52.2,Changes and Changed Conditions,Apr 1984,https://www.acquisition.gov/far/52.243-5,1250
52.243-6,clause,52,52.2,Change Order Accounting,Apr 1984,https://www.acquisition.gov/far/52.243-6,815
52.243-7,clause,52,52.2,Notification of Changes,Jan 2017,https://www.acquisition.gov/far/52.243-7,6061
52.244,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.244,0
52.244-1,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.244-1,0
52.244-2,clause,52,52.2,Subcontracts,Jun 2020,https://www.acquisition.gov/far/52.244-2,6455
52.244-3,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.244-3,0
52.244-4,clause,52,52.2,Subcontractors and Outside Associates and Consultants (Architect-Engineer Services),Aug 1998,https://www.acquisition.gov/far/52.244-4,574
52.244-5,clause,52,52.2,Competition in Subcontracting,Aug 2024,https://www.acquisition.gov/far/52.244-5,506
52.244-6,clause,52,52.2,Subcontracts for Commercial Products and Commercial Services,Oct 2025,https://www.acquisition.gov/far/52.244-6,5875
52.245,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.245,0
52.245-1,clause,52,52.2,Government Property,Sep 2021,https://www.acquisition.gov/far/52.245-1,35752
52.245-2,clause,52,52.2,Government Property Installation Operation Services,Apr 2012,https://www.acquisition.gov/far/52.245-2,1537
52.245-3,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.245-3,0
52.245-4,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.245-4,0
52.245-5,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.245-5,0
52.245-6,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.245-6,0
52.245-7,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.245-7,0
52.245-8,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.245-8,0
52.245-9,clause,52,52.2,Use and Charges,Apr 2012,https://www.acquisition.gov/far/52.245-9,6375
52.246,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.246,0
52.246-1,clause,52,52.2,Contractor Inspection Requirements,Apr 1984,https://www.acquisition.gov/far/52.246-1,624
52.246-2,clause,52,52.2,Inspection of Supplies-Fixed-Price,Aug 1996,https://www.acquisition.gov/far/52.246-2,14291
52.246-3,clause,52,52.2,Inspection of Supplies-Cost-Reimbursement,,https://www.acquisition.gov/far/52.246-3,5010
52.246-4,clause,52,52.2,Inspection of Services-Fixed-Price,Aug 1996,https://www.acquisition.gov/far/52.246-4,2149
52.246-5,clause,52,52.2,Inspection of Services-Cost-Reimbursement,,https://www.acquisition.gov/far/52.246-5,1947
52.246-6,clause,52,52.2,Inspection-Time-and-Material and Labor-Hour,May 2001,https://www.acquisition.gov/far/52.246-6,5854
52.246-7,clause,52,52.2,Inspection of Research and Development-Fixed-Price,Aug 1996,https://www.acquisition.gov/far/52.246-7,3799
52.246-8,clause,52,52.2,Inspection of Research and Development-Cost-Reimbursement,,https://www.acquisition.gov/far/52.246-8,6647
52.246-9,clause,52,52.2,Inspection of Research and Development (Short Form),Apr 1984,https://www.acquisition.gov/far/52.246-9,651
52.246-10,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.246-10,0
52.246-11,clause,52,52.2,Higher-Level Contract Quality Requirement,Dec 2014,https://www.acquisition.gov/far/52.246-11,998
52.246-12,clause,52,52.2,Inspection of Construction,Aug 1996,https://www.acquisition.gov/far/52.246-12,3954
52.246-13,clause,52,52.2,"Inspection-Dismantling, Demolition, or Removal of Improvements",,https://www.acquisition.gov/far/52.246-13,1539
52.246-14,clause,52,52.2,Inspection of Transportation,,https://www.acquisition.gov/far/52.246-14,970
52.246-15,clause,52,52.2,Certificate of Conformance,Apr 1984,https://www.acquisition.gov/far/52.246-15,2337
52.246-16,clause,52,52.2,Responsibility for Supplies,Apr 1984,https://www.acquisition.gov/far/52.246-16,1361
52.246-17,section,52,52.2,Warranty of Supplies of a Noncomplex Nature,June 2003,https://www.acquisition.gov/far/52.246-17,9291
52.246-18,section,52,52.2,Warranty of Supplies of a Complex Nature,May 2001,https://www.acquisition.gov/far/52.246-18,7842
52.246-19,section,52,52.2,Warranty of Systems and Equipment under Performance Specifications or Design Criteria,May 2001,https://www.acquisition.gov/far/52.246-19,9789
52.246-20,clause,52,52.2,Warranty of Services,May 2001,https://www.acquisition.gov/far/52.246-20,2108
52.246-21,section,52,52.2,Warranty of Construction,,https://www.acquisition.gov/far/52.246-21,3841
52.246-22,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.246-22,0
52.246-23,clause,52,52.2,Limitation of Liability,Feb 1997,https://www.acquisition.gov/far/52.246-23,1908
52.246-24,clause,52,52.2,Limitation of Liability-High-Value Items,Feb 1997,https://www.acquisition.gov/far/52.246-24,3171
52.246-25,clause,52,52.2,Limitation of Liability-Services,Feb 1997,https://www.acquisition.gov/far/52.246-25,2109
52.246-26,clause,52,52.2,Reporting Nonconforming Items,Aug 2024,https://www.acquisition.gov/far/52.246-26,7216
52.247,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.247,0
52.247-1,clause,52,52.2,Commercial Bill of Lading Notations,Feb 2006,https://www.acquisition.gov/far/52.247-1,1272
52.247-2,clause,52,52.2,"Permits, Authorities, or Franchises",Jan 1997,https://www.acquisition.gov/far/52.247-2,777
52.247-3,clause,52,52.2,Capability to Perform a Contract for the Relocation of a Federal Office,,https://www.acquisition.gov/far/52.247-3,3542
52.247-4,clause,52,52.2,Inspection of Shipping and Receiving Facilities,,https://www.acquisition.gov/far/52.247-4,955
52.247-5,clause,52,52.2,Familiarization with Conditions,,https://www.acquisition.gov/far/52.247-5,859
52.247-6,clause,52,52.2,Financial Statement,,https://www.acquisition.gov/far/52.247-6,749
52.247-7,clause,52,52.2,Freight Excluded,,https://www.acquisition.gov/far/52.247-7,679
52.247-8,clause,52,52.2,Estimated Weights or Quantities Not Guaranteed,,https://www.acquisition.gov/far/52.247-8,643
52.247-9,clause,52,52.2,Agreed Weight-General Freight,,https://www.acquisition.gov/far/52.247-9,519
52.247-10,clause,52,52.2,Net Weight-General Freight,,https://www.acquisition.gov/far/52.247-10,921
52.247-11,clause,52,52.2,Net Weight-Household Goods or Office Furniture,,https://www.acquisition.gov/far/52.247-11,1451
52.247-12,clause,52,52.2,"Supervision, Labor, or Materials",,https://www.acquisition.gov/far/52.247-12,508
52.247-13,clause,52,52.2,Accessorial Services-Moving Contracts,,https://www.acquisition.gov/far/52.247-13,1710
52.247-14,clause,52,52.2,Contractor Responsibility for Receipt of Shipment,,https://www.acquisition.gov/far/52.247-14,409
52.247-15,clause,52,52.2,Contractor Responsibility for Loading and Unloading,,https://www.acquisition.gov/far/52.247-15,994
52.247-16,clause,52,52.2,Contractor Responsibility for Returning Undelivered Freight,,https://www.acquisition.gov/far/52.247-16,1299
52.247-17,clause,52,52.2,Charges,Apr 1984,https://www.acquisition.gov/far/52.247-17,456
52.247-18,clause,52,52.2,Multiple Shipments,,https://www.acquisition.gov/far/52.247-18,588
52.247-19,clause,52,52.2,Stopping in Transit for Partial Unloading,,https://www.acquisition.gov/far/52.247-19,772
52.247-20,clause,52,52.2,Estimated Quantities or Weights for Evaluation of Offers,,https://www.acquisition.gov/far/52.247-20,820
52.247-21,clause,52,52.2,Contractor Liability for Personal Injury and/or Property Damage,,https://www.acquisition.gov/far/52.247-21,1314
52.247-22,clause,52,52.2,Contractor Liability for Loss of and/or Damage to Freight other than Household Goods,,https://www.acquisition.gov/far/52.247-22,518
52.247-23,clause,52,52.2,Contractor Liability for Loss of and/or Damage to Household Goods,Jan 1991,https://www.acquisition.gov/far/52.247-23,912
52.247-24,clause,52,52.2,Advance Notification by the Government,,https://www.acquisition.gov/far/52.247-24,736
52.247-25,clause,52,52.2,Government-Furnished Equipment With or Without Operators,,https://www.acquisition.gov/far/52.247-25,569
52.247-26,clause,52,52.2,Government Direction and Marking,,https://www.acquisition.gov/far/52.247-26,530
52.247-27,clause,52,52.2,Contract Not Affected by Oral Agreement,Apr 1984,https://www.acquisition.gov/far/52.247-27,466
52.247-28,clause,52,52.2,Contractor’s Invoices,,https://www.acquisition.gov/far/52.247-28,469
52.247-29,clause,52,52.2,F.o.b. Origin,Feb 2006,https://www.acquisition.gov/far/52.247-29,4537
52.247-30,clause,52,52.2,"F.o.b. Origin, Contractor’s Facility",,https://www.acquisition.gov/far/52.247-30,2837
52.247-31,clause,52,52.2,"F.o.b. Origin, Freight Allowed",Feb 2006,https://www.acquisition.gov/far/52.247-31,4768
52.247-32,clause,52,52.2,"F.o.b. Origin, Freight Prepaid",Feb 2006,https://www.acquisition.gov/far/52.247-32,4656
52.247-33,clause,52,52.2,"F.o.b. Origin, with Differentials",Feb 2006,https://www.acquisition.gov/far/52.247-33,5575
52.247-34,clause,52,52.2,F.o.b. Destination,Jan 1991,https://www.acquisition.gov/far/52.247-34,2506
52.247-35,clause,52,52.2,"F.o.b. Destination, Within Consignee’s Premises",,https://www.acquisition.gov/far/52.247-35,1202
52.247-36,clause,52,52.2,"F.a.s. Vessel, Port of Shipment",Apr 1984,https://www.acquisition.gov/far/52.247-36,1470
52.247-37,clause,52,52.2,"F.o.b. Vessel, Port of Shipment",Apr 1984,https://www.acquisition.gov/far/52.247-37,1305
52.247-38,clause,52,52.2,"F.o.b. Inland Carrier, Point of Exportation",,https://www.acquisition.gov/far/52.247-38,1444
52.247-39,clause,52,52.2,"F.o.b. Inland Point, Country of Importation",,https://www.acquisition.gov/far/52.247-39,1402
52.247-40,clause,52,52.2,"Ex Dock, Pier, or Warehouse, Port of Importation",,https://www.acquisition.gov/far/52.247-40,1290
52.247-41,clause,52,52.2,C.& f. Destination,Apr 1984,https://www.acquisition.gov/far/52.247-41,1382
52.247-42,clause,52,52.2,C.i.f. Destination,Apr 1984,https://www.acquisition.gov/far/52.247-42,1623
52.247-43,clause,52,52.2,"F.o.b. Designated Air Carrier’s Terminal, Point of Exportation",,https://www.acquisition.gov/far/52.247-43,1569
52.247-44,clause,52,52.2,"F.o.b. Designated Air Carrier’s Terminal, Point of Importation",,https://www.acquisition.gov/far/52.247-44,1431
52.247-45,clause,52,52.2,F.o.b. Origin and/or F.o.b. Destination Evaluation,,https://www.acquisition.gov/far/52.247-45,579
52.247-46,clause,52,52.2,Shipping Point(s) Used in Evaluation of F.o.b. Origin Offers,,https://www.acquisition.gov/far/52.247-46,1316
52.247-47,clause,52,52.2,Evaluation-F.o.b. Origin,,https://www.acquisition.gov/far/52.247-47,1005
52.247-48,clause,52,52.2,F.o.b. Destination-Evidence of Shipment,Feb 1999,https://www.acquisition.gov/far/52.247-48,1177
52.247-49,clause,52,52.2,Destination Unknown,Apr 1984,https://www.acquisition.gov/far/52.247-49,378
52.247-50,clause,52,52.2,No Evaluation of Transportation Costs,,https://www.acquisition.gov/far/52.247-50,421
52.247-51,provision,52,52.2,Evaluation of Export Offers,Jan 2001,https://www.acquisition.gov/far/52.247-51,7858
52.247-52,clause,52,52.2,Clearance and Documentation Requirements-Shipments to DoD Air or Water Terminal Transshipment Points,,https://www.acquisition.gov/far/52.247-52,4237
52.247-53,clause,52,52.2,Freight Classification Description,,https://www.acquisition.gov/far/52.247-53,1376
52.247-54,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.247-54,0
52.247-55,clause,52,52.2,F.o.b. Point for Delivery of Government-Furnished Property,June 2003,https://www.acquisition.gov/far/52.247-55,2363
52.247-56,clause,52,52.2,Transit Arrangements,,https://www.acquisition.gov/far/52.247-56,570
52.247-57,clause,52,52.2,Transportation Transit Privilege Credits,,https://www.acquisition.gov/far/52.247-57,2349
52.247-58,clause,52,52.2,"Loading, Blocking, and Bracing of Freight Car Shipments",,https://www.acquisition.gov/far/52.247-58,1120
52.247-59,clause,52,52.2,F.o.b. Origin-Carload and Truckload Shipments,,https://www.acquisition.gov/far/52.247-59,1743
52.247-60,clause,52,52.2,Guaranteed Shipping Characteristics,Aug 2025,https://www.acquisition.gov/far/52.247-60,2785
52.247-61,clause,52,52.2,F.o.b. Origin-Minimum Size of Shipments,Apr 1984,https://www.acquisition.gov/far/52.247-61,1278
52.247-62,clause,52,52.2,Specific Quantities Unknown,,https://www.acquisition.gov/far/52.247-62,1270
52.247-63,clause,52,52.2,Preference for U.S.-Flag Air Carriers,Jan 2025,https://www.acquisition.gov/far/52.247-63,2747
52.247-64,clause,52,52.2,Preference for Privately Owned U.S.-Flag Commercial Vessels,Nov 2021,https://www.acquisition.gov/far/52.247-64,6735
52.247-65,clause,52,52.2,"F.o.b. Origin, Prepaid Freight-Small Package Shipments",Jan 1991,https://www.acquisition.gov/far/52.247-65,1721
52.247-66,clause,52,52.2,Returnable Cylinders,May 1994,https://www.acquisition.gov/far/52.247-66,2511
52.247-67,clause,52,52.2,Submission of Transportation Documents for Audit,Feb 2006,https://www.acquisition.gov/far/52.247-67,1113
52.247-68,clause,52,52.2,Report of Shipment (REPSHIP),Feb 2006,https://www.acquisition.gov/far/52.247-68,1985
52.247-69,clause,52,52.2,Reporting Requirement for U.S.-Flag Air Carriers Regarding Training to Prevent Human Trafficking,Jan 2025,https://www.acquisition.gov/far/52.247-69,2716
52.248,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.248,0
52.248-1,clause,52,52.2,Value Engineering,Jun 2020,https://www.acquisition.gov/far/52.248-1,21325
52.248-2,clause,52,52.2,Value Engineering-Architect-Engineer,Mar 1990,https://www.acquisition.gov/far/52.248-2,3838
52.248-3,clause,52,52.2,Value Engineering-Construction,Oct 2025,https://www.acquisition.gov/far/52.248-3,9009
52.249,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.249,0
52.249-1,clause,52,52.2,Termination for Convenience of the Government (Fixed-Price) (Short Form),Apr 1984,https://www.acquisition.gov/far/52.249-1,1020
52.249-2,clause,52,52.2,Termination for Convenience of the Government (Fixed-Price),Apr 2012,https://www.acquisition.gov/far/52.249-2,15624
52.249-3,clause,52,52.2,"Termination for Convenience of the Government (Dismantling, Demolition, or Removal of Improvements)",Apr 2012,https://www.acquisition.gov/far/52.249-3,11854
52.249-4,clause,52,52.2,Termination for Convenience of the Government (Services) (Short Form),,https://www.acquisition.gov/far/52.249-4,941
52.249-5,clause,52,52.2,Termination for Convenience of the Government (Educational and Other Nonprofit Institutions),Aug 2016,https://www.acquisition.gov/far/52.249-5,6081
52.249-6,clause,52,52.2,Termination (Cost-Reimbursement),May 2004,https://www.acquisition.gov/far/52.249-6,19777
52.249-7,clause,52,52.2,Termination (Fixed-Price Architect-Engineer),,https://www.acquisition.gov/far/52.249-7,1842
52.249-8,clause,52,52.2,Default (Fixed-Price Supply and Service),Apr 1984,https://www.acquisition.gov/far/52.249-8,5738
52.249-9,clause,52,52.2,Default (Fixed-Price Research and Development),Apr 1984,https://www.acquisition.gov/far/52.249-9,4131
52.249-10,clause,52,52.2,Default (Fixed-Price Construction),Apr 1984,https://www.acquisition.gov/far/52.249-10,7795
